(257502) PROCEDURE_TASK; INFO: Procedure task started
(305970) SENSOR_CONTROLLER; ERROR: No MACUS data available
(308054) SENSOR_CONTROLLER; ERROR: No MACUS data available
(310227) SENSOR_CONTROLLER; ERROR: No MACUS data available
(312270) SENSOR_CONTROLLER; ERROR: No MACUS data available
(314280) SENSOR_CONTROLLER; ERROR: No MACUS data available
(314523) PROCEDURE_TASK; INFO: Procedure task received notification
(314523) PROCEDURE_TASK; INFO: Procedure loaded successfully
(314524) PROCEDURE_TASK; INFO: Setting motors in starting point before starting procedure
(316520) PROCEDURE_TASK; INFO: Motors set in starting point, starting procedure
(316810) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 60000
(317490) SENSOR_CONTROLLER; ERROR: No MACUS data available
(318113) CMD_PROCEDURE; INFO: Sending stop notification to procedure task
(318327) PROCEDURE_TASK; INFO: Stop notification received, stopping procedure
(319546) SENSOR_CONTROLLER; ERROR: No MACUS data available
(321550) SENSOR_CONTROLLER; ERROR: No MACUS data available
(323592) SENSOR_CONTROLLER; ERROR: No MACUS data available
(325600) SENSOR_CONTROLLER; ERROR: No MACUS data available
(327610) SENSOR_CONTROLLER; ERROR: No MACUS data available
(329630) SENSOR_CONTROLLER; ERROR: No MACUS data available
(331742) SENSOR_CONTROLLER; ERROR: No MACUS data available
(332606) PROCEDURE_TASK; INFO: Procedure task received notification
(332606) PROCEDURE_TASK; INFO: Procedure loaded successfully
(332606) PROCEDURE_TASK; INFO: Setting motors in starting point before starting procedure
(334657) PROCEDURE_TASK; INFO: Motors set in starting point, starting procedure
(334816) SENSOR_CONTROLLER; ERROR: No MACUS data available
(334816) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 60000
(336391) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 60000
(336470) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 50000
(336550) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 39999
(336553) MECHANICAL_CONTROLLER; ERROR: Motor 0 is in overheat shutdown state
(336558) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(336558) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(336630) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 30000
(336680) PROCEDURE_EXEC_HELPER; INFO: Opening valve
(336710) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 20000
(336790) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 10000
(336820) SENSOR_CONTROLLER; ERROR: No MACUS data available
(336944) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 0
(336944) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 0
(337020) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -10000
(337100) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -19999
(337229) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -30000
(337300) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -40000
(337380) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -49999
(337460) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -60000
(337462) MECHANICAL_CONTROLLER; ERROR: Motor 0 is in overheat shutdown state
(337576) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(337576) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(338567) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 0 and closing valve
(338570) PROCEDURE_EXEC_HELPER; INFO: Procedure finished, setting motors in starting point
(338830) SENSOR_CONTROLLER; ERROR: No MACUS data available
(340670) PROCEDURE_EXEC_HELPER; INFO: Motors set in starting point
(340670) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 60000
(340920) SENSOR_CONTROLLER; ERROR: No MACUS data available
(341273) CMD_PROCEDURE; INFO: Sending stop notification to procedure task
(342170) PROCEDURE_TASK; INFO: Stop notification received, stopping procedure
(342940) SENSOR_CONTROLLER; ERROR: No MACUS data available
(344960) SENSOR_CONTROLLER; ERROR: No MACUS data available
(348190) SENSOR_CONTROLLER; ERROR: No MACUS data available
(350247) SENSOR_CONTROLLER; ERROR: No MACUS data available
(352350) SENSOR_CONTROLLER; ERROR: No MACUS data available
(354463) SENSOR_CONTROLLER; ERROR: No MACUS data available
(356670) SENSOR_CONTROLLER; ERROR: No MACUS data available
(359860) SENSOR_CONTROLLER; ERROR: No MACUS data available
(361870) SENSOR_CONTROLLER; ERROR: No MACUS data available
(364092) SENSOR_CONTROLLER; ERROR: No MACUS data available
(366100) SENSOR_CONTROLLER; ERROR: No MACUS data available
(368216) SENSOR_CONTROLLER; ERROR: No MACUS data available
(371361) SENSOR_CONTROLLER; ERROR: No MACUS data available
(373370) SENSOR_CONTROLLER; ERROR: No MACUS data available
