(162531) PROCEDURE_TASK; INFO: Procedure task started
(301830) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 39999
(301910) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 30000
(301967) PROCEDURE_EXEC_HELPER; INFO: Opening valve
(302001) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 20000
(302080) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 10000
(302160) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 0
(302160) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 0
(302240) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -10000
(302243) MECHANICAL_CONTROLLER; ERROR: Motor 0 is in overheat shutdown state
(302247) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(302247) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(302423) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -19999
(302592) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -30000
(302670) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -40000
(302750) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -49999
(302937) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -60000
(303930) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 0 and closing valve
(303931) PROCEDURE_EXEC_HELPER; INFO: Procedure finished, setting motors in starting point
