(1720) PROCEDURE_TASK; INFO: Procedure task started
(9569) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(9569) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(9737) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(9737) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(9798) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(9798) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(9819) MACUS; INFO: Sync received: 0, expected: 1
(9819) SENSOR_CONTROLLER; ERROR: Failed to get MACUS data, reason: MACUS_STATUS_NO_SYNC_ERROR
(9857) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(9857) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(9918) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(9918) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(9977) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(9977) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(10038) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(10039) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(10097) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(10097) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(10157) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(10157) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(10331) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(10331) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(10497) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(10497) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(10558) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(10558) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(10619) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(10619) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(10787) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(10787) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(10819) MACUS; INFO: Sync received: 0, expected: 1
(10819) SENSOR_CONTROLLER; ERROR: Failed to get MACUS data, reason: MACUS_STATUS_NO_SYNC_ERROR
(10960) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(10960) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(11133) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(11133) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(11302) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(11302) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(11358) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(11358) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(11418) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(11418) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(11479) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(11479) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(11538) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(11538) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(11712) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(11712) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(11881) MACUS; INFO: Sync received: 0, expected: 1
(11881) SENSOR_CONTROLLER; ERROR: Failed to get MACUS data, reason: MACUS_STATUS_NO_SYNC_ERROR
(11882) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(11882) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(12052) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(12052) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(12217) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(12217) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(12278) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(12278) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(12339) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(12339) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(12512) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(12512) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(12568) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(12568) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(12737) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(12737) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(12902) MACUS; INFO: Sync received: 0, expected: 1
(12902) SENSOR_CONTROLLER; ERROR: Failed to get MACUS data, reason: MACUS_STATUS_NO_SYNC_ERROR
(12903) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(12903) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(13071) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(13071) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(13127) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(13127) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(13296) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(13296) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(13462) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(13462) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(13517) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(13517) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(13578) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(13578) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(13747) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(13747) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(13807) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(13807) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(13974) MACUS; INFO: Sync received: 0, expected: 1
(13975) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(13975) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(13976) SENSOR_CONTROLLER; ERROR: Failed to get MACUS data, reason: MACUS_STATUS_NO_SYNC_ERROR
(14039) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(14039) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(14212) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(14212) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(14268) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(14268) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(14443) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(14443) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(14499) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(14499) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(14558) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(14558) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(14618) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(14618) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(14679) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(14679) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(14852) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(14852) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(14908) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(14908) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(15081) MACUS; INFO: Sync received: 0, expected: 1
(15081) SENSOR_CONTROLLER; ERROR: Failed to get MACUS data, reason: MACUS_STATUS_NO_SYNC_ERROR
(15082) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(15082) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(15252) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(15252) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(15308) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(15308) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(15479) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(15479) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(15537) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(15537) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(15597) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(15597) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(15657) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(15658) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(15717) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(15718) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(15778) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(15778) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(15837) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(15837) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(15899) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(15899) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(15958) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(15958) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(16018) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(16018) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(16078) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(16078) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(16079) MACUS; INFO: Sync received: 0, expected: 1
(16080) SENSOR_CONTROLLER; ERROR: Failed to get MACUS data, reason: MACUS_STATUS_NO_SYNC_ERROR
(16250) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(16250) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(16307) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(16307) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(16474) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(16474) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(16527) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(16527) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(16587) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(16587) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(16647) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(16647) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(16821) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(16821) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(16877) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(16877) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(16937) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(16937) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(16997) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(16997) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(17058) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(17058) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(17079) MACUS; INFO: Sync received: 0, expected: 1
(17079) SENSOR_CONTROLLER; ERROR: Failed to get MACUS data, reason: MACUS_STATUS_NO_SYNC_ERROR
(17118) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(17118) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(17179) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(17179) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(17237) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(17237) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(17412) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(17412) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(17582) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(17582) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(17751) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(17751) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(17808) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(17808) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(17982) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(17982) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(18038) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(18038) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(18079) MACUS; INFO: Sync received: 0, expected: 1
(18079) SENSOR_CONTROLLER; ERROR: Failed to get MACUS data, reason: MACUS_STATUS_NO_SYNC_ERROR
(18210) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(18211) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(18268) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(18268) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(18327) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(18327) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(18390) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(18390) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(18448) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(18449) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(18509) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(18509) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(18568) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(18568) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(18627) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(18627) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(18792) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(18793) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(18847) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(18847) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(19015) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(19015) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(19067) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(19067) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(19079) MACUS; INFO: Sync received: 0, expected: 1
(19079) SENSOR_CONTROLLER; ERROR: Failed to get MACUS data, reason: MACUS_STATUS_NO_SYNC_ERROR
(19242) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(19242) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(19407) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(19407) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(19575) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(19575) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(19627) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(19627) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(19687) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(19687) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(19748) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(19748) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(19917) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(19917) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(19977) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(19977) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(20147) MACUS; INFO: Sync received: 0, expected: 1
(20148) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(20148) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(20149) SENSOR_CONTROLLER; ERROR: Failed to get MACUS data, reason: MACUS_STATUS_NO_SYNC_ERROR
(20208) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(20208) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(20381) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(20381) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(20438) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(20438) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(20498) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(20498) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(20558) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(20558) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(20618) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(20618) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(20792) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(20792) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(20962) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(20962) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
