(12631) PROCEDURE_TASK; INFO: Procedure task started
(90449) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -46666
(90479) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -58333
(90509) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -70000
(90909) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -70000
(90939) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -58333
(90970) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -46666
(90999) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -35000
(91041) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -23333
(91069) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -11666
(91099) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 0
(91100) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 0
(91129) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 10000
(91159) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 19999
(91189) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 30000
(91219) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 40000
(91249) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 49999
(91279) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 60000
(91641) PROCEDURE_EXEC_HELPER; INFO: Opening valve
(91740) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 60000
(91742) MECHANICAL_CONTROLLER; ERROR: Motor 0 is in overheat shutdown state
(91747) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(91747) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(91779) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 50000
(91829) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 40000
(91879) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 30000
(91929) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 20000
(91979) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 10000
(92020) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 0
(92519) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 0
(92549) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -13333
(92579) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -26666
(92609) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -40000
(92639) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -53333
(92669) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -66666
(92699) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -80000
(93507) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 0 and closing valve
(93510) PROCEDURE_EXEC_HELPER; INFO: Procedure finished, setting motors in starting point
(95609) PROCEDURE_EXEC_HELPER; INFO: Motors set in starting point
(95609) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 80000
(96609) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 0
(96909) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 0
(96949) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 11666
(96999) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 23333
(97049) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 35000
(97099) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 46666
(97150) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 58333
(97189) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 70000
(97650) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 70000
(97680) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 58333
(97711) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 46666
(97740) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 35000
(97770) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 23333
(97799) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 11666
(97931) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 0
(97933) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 0
(97959) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -11666
(98101) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -23333
(98129) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -35000
(98159) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -46666
(98189) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -58333
(98219) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -70000
(98619) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -70000
(98649) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -58333
(98767) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -46666
(98789) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -35000
(98819) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -23333
(98849) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -11666
(98879) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 0
(98880) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 0
(98909) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 10000
(98939) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 19999
(98971) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 30000
(98999) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 40000
(99030) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 49999
(99060) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 60000
(99367) PROCEDURE_EXEC_HELPER; INFO: Opening valve
(99459) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 60000
(99499) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 50000
(99549) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 40000
(99682) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 30000
(99730) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 20000
(99780) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 10000
(99819) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 0
(100327) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 0
(100349) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -13333
(100492) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -26666
(100520) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -40000
(100550) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -53333
(100581) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -66666
(100609) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to -80000
(101476) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 0 and closing valve
(101479) PROCEDURE_EXEC_HELPER; INFO: Procedure finished, setting motors in starting point
(101861) CMD_PROCEDURE; INFO: Sending stop notification to procedure task
(103600) PROCEDURE_EXEC_HELPER; INFO: Motors set in starting point
(103600) PROCEDURE_EXEC_HELPER; INFO: Setting motor speed to 80000
(103603) MECHANICAL_CONTROLLER; ERROR: Motor 0 is in overheat shutdown state
(103607) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(103607) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(104599) PROCEDURE_TASK; INFO: Stop notification received, stopping procedure
(140509) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(140509) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(140571) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(140571) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(140860) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(140860) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(141588) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(141588) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(141757) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(141757) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(141818) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(141818) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(141879) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(141879) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(141939) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(141939) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(142000) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(142000) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(142169) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(142169) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(142335) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(142335) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(142388) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(142388) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(142555) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(142555) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(142609) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(142609) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(142668) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(142668) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(142728) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(142728) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(142789) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(142789) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(142849) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(142849) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(142907) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(142907) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(142968) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(142968) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(143027) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(143027) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(143088) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(143088) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(143149) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(143149) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(143210) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(143210) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(143269) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(143269) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(143328) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(143329) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(143388) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(143388) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(143556) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(143556) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(143609) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(143609) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(143672) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(143672) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(143730) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(143730) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(143789) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(143789) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(143848) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(143849) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(143908) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(143908) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(143970) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(143970) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(144143) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(144143) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(144198) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(144198) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(144261) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(144261) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(144321) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(144321) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(144379) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(144379) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(144438) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(144439) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(144498) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(144498) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(144558) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(144558) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(144618) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(144618) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(144679) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(144680) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(144739) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(144739) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(144799) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(144799) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(144858) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(144858) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(144918) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(144918) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(144979) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(144979) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(145039) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(145039) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(145097) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(145097) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(145158) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(145158) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(145217) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(145217) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(145278) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(145278) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(145341) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(145341) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(145400) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(145401) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(145459) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(145459) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(145518) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(145519) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(145578) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(145578) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(145639) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(145639) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(145699) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(145699) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(145759) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(145759) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(145818) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(145818) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(145878) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(145878) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(145938) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(145938) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(145998) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(145998) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(146059) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(146059) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(146119) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(146119) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(146179) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(146179) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(146239) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(146239) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(146298) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(146298) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(146359) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(146359) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(146418) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(146418) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(146480) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(146480) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(146538) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(146539) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(146598) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(146599) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(146660) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(146660) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(146719) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(146719) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(146780) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(146780) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(147570) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(147570) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(147740) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(147740) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(147799) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(147799) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(147858) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(147858) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(147919) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(147919) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(149107) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(149107) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(149158) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(149158) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(149218) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(149218) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(149278) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(149278) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(149608) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(149608) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(149728) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(149728) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(149903) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(149903) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(149959) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(149959) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(150019) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(150019) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(150078) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(150079) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
(150138) MECHANICAL_CONTROLLER; INFO: Mechanical controller blocked
(150138) MECHANICAL_CONTROLLER; INFO: Mechanical controller unblocked
